id,experience_years,experience_band,technical_score,personality_score,communication_score,attentiveness_score,eye_contact_score,filler_ratio,avg_answer_seconds,grammar_score,confidence_score,tab_switches,window_blur_events,screenshot_attempted,device_detected,gaze_off_over_20s,camera_available,mic_available,english_only_violation,final_score,decision
1804,12.5,industry_veteran,73,79,94,97,78,0.091,92,95,90,0,0,0,0,0,1,1,0,82,pass
1805,12.3,industry_veteran,96,72,100,93,100,0.11,77,86,89,0,0,0,0,0,1,1,0,86,pass
1806,4.3,mid_level_expert,85,69,63,78,69,0.202,37,99,67,0,0,0,0,0,1,1,0,71,pass
1807,3.1,mid_level_expert,67,86,89,80,90,0.102,77,79,80,0,0,0,0,0,1,1,0,85,pass
1808,13.0,industry_veteran,71,74,83,91,70,0.106,30,82,79,0,0,0,0,1,1,1,0,72,fail
1809,1.5,junior_professional,86,83,78,91,75,0.057,95,100,67,0,0,0,0,0,1,1,0,84,pass
1810,6.6,senior_professional,90,100,100,100,80,0.112,29,82,93,0,0,0,0,0,1,1,0,93,pass
1811,0.8,fresher,42,47,50,53,73,0.186,101,52,55,0,0,0,0,0,1,1,0,51,fail
1812,0.8,fresher,57,74,83,59,50,0.141,70,84,73,0,0,0,0,0,1,1,1,64,fail
1813,1.4,junior_professional,41,70,31,72,46,0.116,123,36,28,0,0,0,0,0,1,1,0,45,fail
1814,1.4,junior_professional,44,48,57,77,76,0.174,85,66,78,0,0,0,0,0,1,1,0,44,fail
1815,1.3,junior_professional,93,63,87,69,82,0.089,33,95,83,0,1,0,0,0,1,1,0,77,fail
1816,9.4,senior_professional,34,53,34,22,22,0.018,45,14,8,0,0,0,0,0,1,1,0,27,fail
1817,0.0,fresher,38,59,50,48,30,0.175,54,53,33,0,0,0,0,0,1,1,0,38,fail
1818,11.8,industry_veteran,79,100,83,90,91,0.092,112,76,75,0,0,0,0,0,1,1,0,68,fail
1819,13.0,industry_veteran,86,63,59,89,47,0.196,49,80,73,0,0,0,0,0,1,1,0,61,fail
1820,0.0,fresher,79,74,92,86,71,0.073,95,72,78,0,0,0,0,0,1,1,1,83,fail
1821,2.0,junior_professional,88,87,80,69,85,0.049,88,51,79,0,0,0,0,0,1,1,0,69,fail
1822,1.8,junior_professional,73,78,79,92,77,0.027,77,78,60,0,0,0,0,0,1,1,0,74,pass
1823,2.5,junior_professional,87,74,91,64,83,0.052,40,68,65,0,0,0,0,0,1,1,0,73,pass
1824,1.1,junior_professional,50,49,40,55,66,0.109,68,43,46,0,0,0,0,0,1,1,0,40,fail
1825,0.8,fresher,100,100,85,97,100,0.124,39,82,69,0,0,0,0,0,1,1,0,90,pass
1826,7.6,senior_professional,100,87,100,99,77,0.101,122,73,88,0,0,0,0,0,1,1,0,82,pass
1827,5.1,mid_level_expert,100,98,79,69,96,0.08,115,100,100,0,0,0,0,0,1,1,0,99,pass
1828,11.6,industry_veteran,36,51,41,68,38,0.228,89,60,38,0,0,0,0,0,1,1,0,31,fail
1829,0.5,fresher,52,23,26,40,58,0.065,78,54,62,0,0,0,0,0,1,1,0,42,fail
1830,14.8,industry_veteran,67,64,67,76,83,0.122,30,88,82,0,0,0,0,0,1,1,0,76,pass
1831,9.3,senior_professional,54,41,52,68,33,0.125,130,39,65,0,0,0,0,0,1,1,0,48,fail
1832,0.3,fresher,76,41,52,75,56,0.18,57,33,50,0,0,0,0,0,1,1,0,57,fail
1833,10.7,industry_veteran,99,100,93,100,100,0.112,120,100,96,0,0,0,0,0,1,1,0,96,pass
1834,2.4,junior_professional,48,58,53,68,57,0.163,89,42,67,0,0,0,0,0,1,1,0,44,fail
1835,3.4,mid_level_expert,31,53,76,20,15,0.174,109,59,53,0,0,0,0,0,1,1,0,32,fail
1836,12.5,industry_veteran,37,56,89,64,61,0.196,110,35,41,0,0,0,0,0,1,1,0,40,fail
1837,1.9,junior_professional,86,62,52,72,65,0.083,86,62,61,0,0,0,0,0,1,1,1,59,fail
1838,4.5,mid_level_expert,76,100,95,93,88,0.038,79,97,96,0,0,0,0,0,1,1,0,74,pass
1839,5.8,mid_level_expert,41,96,67,83,76,0.024,86,84,72,1,0,0,0,0,1,1,0,58,fail
1840,2.9,junior_professional,72,57,65,66,73,0.133,27,71,79,0,0,1,0,0,1,1,0,58,fail
1841,2.6,junior_professional,50,44,73,66,69,0.01,118,75,91,0,1,0,0,0,1,1,0,51,fail
1842,2.7,junior_professional,88,74,68,100,75,0.144,79,73,73,0,0,0,0,0,1,1,0,66,fail
1843,0.5,fresher,34,43,53,67,64,0.245,55,44,46,0,0,0,0,0,1,1,0,40,fail
1844,10.1,industry_veteran,79,53,76,70,71,0.093,42,71,79,0,0,0,0,0,1,1,0,59,fail
1845,12.5,industry_veteran,73,88,83,71,98,0.079,76,82,87,0,0,0,1,0,1,1,0,75,fail
1846,1.4,junior_professional,83,64,85,80,95,0.043,62,91,99,0,0,0,0,1,1,1,0,86,fail
1847,7.1,senior_professional,87,94,95,94,71,0.016,130,97,90,0,0,0,0,0,1,1,0,83,pass
1848,3.3,mid_level_expert,76,75,100,79,76,0.123,93,100,87,0,0,0,0,0,1,1,0,82,pass
1849,6.1,senior_professional,100,100,97,100,95,0.083,83,100,94,0,0,0,0,0,1,1,0,100,pass
1850,0.7,fresher,65,72,78,81,76,0.102,120,57,74,0,0,0,0,0,1,1,0,71,pass
1851,14.9,industry_veteran,100,100,75,81,94,0.053,49,100,87,0,0,0,0,0,1,1,0,76,pass
1852,7.3,senior_professional,61,54,50,70,55,0.25,46,56,68,0,0,0,0,0,1,1,0,43,fail
1853,1.3,junior_professional,79,79,98,81,87,0.15,128,88,100,0,0,0,0,0,1,1,1,65,fail
1854,0.7,fresher,100,69,87,77,79,0.083,98,73,100,0,0,0,0,0,1,1,0,80,pass
1855,1.8,junior_professional,55,51,63,79,68,0.14,25,81,71,0,0,0,0,0,1,1,0,58,fail
1856,1.1,junior_professional,74,85,80,87,82,0.177,83,89,84,1,0,0,0,0,1,0,0,67,fail
1857,5.2,mid_level_expert,86,56,88,78,87,0.069,26,95,86,0,1,0,0,0,1,1,0,67,fail
1858,0.2,fresher,72,60,73,61,52,0.146,51,61,71,0,0,0,0,0,1,1,0,52,fail
1859,2.1,junior_professional,66,39,9,55,40,0.131,118,38,38,0,0,0,0,0,1,1,0,49,fail
1860,9.1,senior_professional,71,68,61,88,75,0.19,99,76,68,0,0,0,0,1,1,1,0,63,fail
1861,2.7,junior_professional,53,63,88,64,75,0.223,65,73,67,0,0,0,0,0,1,1,0,38,fail
1862,1.8,junior_professional,31,79,48,61,80,0.121,68,59,81,0,0,0,0,0,1,1,0,54,fail
1863,2.5,junior_professional,85,100,81,76,79,0.056,117,80,76,0,0,0,0,0,1,1,0,87,pass
1864,5.0,mid_level_expert,100,96,82,87,64,0.164,31,96,82,0,0,0,0,0,1,1,0,71,pass
1865,0.8,fresher,63,70,77,96,53,0.129,92,67,51,0,0,0,0,0,1,0,1,55,fail
1866,1.6,junior_professional,80,79,83,82,68,0.131,75,82,70,0,0,0,0,0,1,1,0,70,pass
1867,7.6,senior_professional,52,98,90,99,62,0.195,71,56,78,0,0,0,0,0,1,1,0,64,fail
1868,4.8,mid_level_expert,5,21,40,29,16,0.11,92,31,0,0,0,0,0,0,1,1,0,10,fail
1869,3.7,mid_level_expert,61,64,62,71,55,0.096,36,40,58,0,0,0,0,0,1,1,0,44,fail
1870,7.4,senior_professional,100,80,100,85,94,0.12,101,91,100,0,0,0,0,0,1,1,0,79,pass
1871,9.1,senior_professional,68,88,92,57,88,0.085,107,85,73,0,0,0,0,0,1,1,0,67,fail
1872,0.2,fresher,31,53,46,57,55,0.167,96,79,65,0,0,0,0,0,1,1,0,25,fail
1873,0.5,fresher,59,74,48,83,61,0.215,81,57,40,0,0,0,0,0,1,1,0,44,fail
1874,7.0,senior_professional,55,38,75,73,63,0.122,75,71,72,0,0,0,0,0,1,1,0,46,fail
1875,7.8,senior_professional,59,81,65,88,81,0.041,111,78,97,0,0,0,0,0,1,1,0,56,fail
1876,0.5,fresher,91,84,95,86,99,0.121,81,82,80,0,0,0,0,0,1,1,0,79,pass
1877,0.8,fresher,63,67,74,69,76,0.123,29,77,67,0,0,0,0,0,1,1,0,53,fail
1878,14.0,industry_veteran,100,94,87,100,97,0.116,91,100,69,0,0,0,0,0,1,1,0,82,pass
1879,8.2,senior_professional,32,30,50,12,52,0.068,77,40,33,0,0,0,0,0,1,1,0,19,fail
1880,12.7,industry_veteran,57,73,64,74,45,0.213,91,65,80,0,0,0,0,0,1,1,0,44,fail
1881,0.4,fresher,56,57,53,75,99,0.155,93,48,67,0,0,0,0,0,1,1,0,54,fail
1882,2.2,junior_professional,100,93,58,74,74,0.079,48,79,86,0,0,0,0,0,1,1,0,66,fail
1883,11.0,industry_veteran,38,33,39,75,57,0.089,89,49,33,1,0,0,0,0,1,1,0,41,fail
1884,8.7,senior_professional,100,95,94,80,88,0.171,35,100,89,0,0,0,0,0,1,1,0,92,pass
1885,7.2,senior_professional,59,62,97,79,66,0.139,26,68,68,0,0,0,0,0,1,1,0,53,fail
1886,0.9,fresher,43,29,58,50,58,0.205,111,33,68,0,0,0,0,0,1,1,1,24,fail
1887,2.0,junior_professional,22,24,9,29,36,0.179,47,23,5,0,0,0,0,0,1,1,0,7,fail
1888,5.5,mid_level_expert,45,76,60,48,39,0.115,44,66,67,0,0,0,0,0,1,1,0,41,fail
1889,14.4,industry_veteran,91,93,81,76,86,0.103,125,91,79,0,0,0,0,0,1,1,0,82,pass
1890,0.1,fresher,85,63,53,71,91,0.135,110,47,36,0,0,0,0,0,1,1,0,56,fail
1891,3.5,mid_level_expert,77,77,94,82,90,0.049,61,50,72,0,0,0,0,0,1,1,0,57,fail
1892,0.4,fresher,81,78,73,81,81,0.106,42,92,89,0,0,0,0,0,1,1,0,90,pass
1893,9.9,senior_professional,62,54,88,97,63,0.119,88,88,64,0,0,0,0,0,1,1,0,66,fail
1894,4.8,mid_level_expert,38,70,74,37,49,0.141,64,57,20,1,0,0,0,0,1,1,0,31,fail
1895,0.0,fresher,88,80,73,63,71,0.15,109,85,78,0,0,0,0,0,1,1,0,78,pass
1896,3.1,mid_level_expert,71,49,60,48,40,0.075,98,70,40,0,0,0,0,0,1,1,0,53,fail
1897,0.4,fresher,44,45,80,38,54,0.101,92,48,62,0,0,0,0,0,1,1,0,44,fail
1898,14.3,industry_veteran,42,22,16,44,58,0.198,93,37,38,1,0,0,0,0,1,1,0,24,fail
1899,13.4,industry_veteran,67,91,48,57,61,0.176,87,74,54,0,0,0,0,0,1,1,0,60,fail
1900,0.7,fresher,57,52,49,98,38,0.15,47,40,61,0,0,0,0,0,1,1,0,50,fail
1901,0.7,fresher,58,57,66,84,57,0.014,96,72,63,0,0,0,0,0,1,1,0,51,fail
1902,12.1,industry_veteran,100,85,100,95,75,0.071,125,98,81,0,0,0,0,0,1,1,0,94,pass
1903,0.6,fresher,43,55,45,49,54,0.172,106,50,57,0,0,0,0,0,1,1,0,35,fail
1904,8.8,senior_professional,30,59,40,75,45,0.082,78,49,18,0,0,0,0,0,1,0,0,22,fail
1905,1.6,junior_professional,95,90,99,100,100,0.119,50,88,92,0,0,0,0,0,1,1,0,80,pass
1906,9.0,senior_professional,75,100,62,97,92,0.072,79,74,78,0,0,0,0,0,1,1,0,77,pass
1907,0.8,fresher,59,54,57,65,62,0.141,62,73,69,0,0,0,0,0,1,1,0,57,fail
1908,6.1,senior_professional,60,56,42,59,27,0.132,62,67,59,0,0,0,0,0,1,1,0,44,fail
1909,5.1,mid_level_expert,89,100,85,100,90,0.11,30,70,87,0,0,0,0,0,1,1,0,76,pass
1910,9.6,senior_professional,46,46,53,51,55,0.167,60,57,69,0,0,0,0,0,1,1,0,37,fail
1911,0.6,fresher,100,66,70,85,100,0.01,36,80,66,0,0,0,0,0,1,1,0,67,fail
1912,1.8,junior_professional,80,87,60,86,63,0.053,124,69,89,0,0,0,0,0,1,1,0,82,pass
1913,10.1,industry_veteran,68,91,100,70,100,0.075,101,76,67,0,0,0,0,0,1,1,0,71,pass
1914,0.7,fresher,80,78,79,48,63,0.116,128,42,75,0,0,0,0,0,1,1,0,67,fail
1915,2.7,junior_professional,64,48,83,85,72,0.053,84,45,81,0,0,0,0,0,1,1,0,64,fail
1916,3.4,mid_level_expert,68,70,82,68,73,0.086,78,81,100,0,0,0,1,0,1,1,0,74,fail
1917,4.1,mid_level_expert,42,80,47,60,65,0.107,84,49,73,0,0,0,0,0,1,1,0,56,fail
1918,1.5,junior_professional,79,72,74,98,70,0.204,80,66,69,0,0,0,0,0,1,1,0,80,pass
1919,5.1,mid_level_expert,61,52,80,50,67,0.138,101,67,62,0,0,0,1,0,1,1,0,42,fail
1920,0.2,fresher,66,91,50,80,74,0.038,119,54,100,1,0,0,0,0,1,1,0,72,fail
1921,2.2,junior_professional,72,67,75,77,76,0.14,55,69,64,0,0,0,0,0,1,1,0,62,fail
1922,0.3,fresher,75,64,98,78,51,0.136,43,79,65,0,0,0,0,0,1,1,0,72,fail
1923,0.5,fresher,66,47,52,59,65,0.233,27,41,55,0,0,0,0,0,1,1,0,40,fail
1924,13.6,industry_veteran,71,100,68,56,71,0.041,83,92,86,0,1,0,0,0,1,1,0,77,fail
1925,5.3,mid_level_expert,41,54,35,52,68,0.206,88,12,52,0,0,0,0,0,1,1,0,23,fail
1926,1.4,junior_professional,45,50,45,48,50,0.205,69,65,76,0,0,0,0,0,1,1,0,48,fail
1927,3.2,mid_level_expert,100,100,83,100,86,0.141,102,78,80,0,0,0,0,0,1,1,0,93,pass
1928,8.0,senior_professional,82,69,67,55,79,0.114,101,77,59,0,0,0,0,0,1,1,0,68,fail
1929,2.4,junior_professional,42,58,82,58,63,0.174,57,64,62,1,0,0,0,0,1,1,0,54,fail
1930,0.4,fresher,71,50,61,67,52,0.11,55,45,56,0,0,0,0,0,1,1,0,48,fail
1931,12.1,industry_veteran,70,64,69,51,64,0.136,53,40,52,0,0,0,0,0,1,1,0,62,fail
1932,11.9,industry_veteran,67,60,54,59,76,0.193,49,46,49,0,0,0,0,0,1,1,0,47,fail
1933,10.6,industry_veteran,100,90,97,64,94,0.072,85,70,91,0,0,0,0,0,1,1,0,85,pass
1934,0.0,fresher,83,76,100,97,86,0.116,117,78,61,0,0,0,0,0,1,1,0,73,pass
1935,0.4,fresher,59,71,82,74,62,0.07,79,93,59,0,0,1,0,0,1,1,0,64,fail
1936,3.0,mid_level_expert,61,77,57,65,53,0.126,48,74,66,0,0,1,0,0,1,1,0,56,fail
1937,0.0,fresher,80,62,97,97,81,0.176,25,80,67,0,0,0,0,0,1,1,0,79,pass
1938,7.5,senior_professional,40,45,52,50,23,0.15,53,31,41,0,0,0,0,0,1,1,0,39,fail
1939,3.8,mid_level_expert,71,65,25,79,72,0.048,106,86,55,0,0,0,0,0,1,1,0,58,fail
1940,0.3,fresher,74,62,87,63,67,0.095,87,65,100,0,0,0,0,0,1,1,0,71,pass
1941,13.7,industry_veteran,36,58,40,69,65,0.137,61,56,34,0,0,0,0,0,1,1,0,38,fail
1942,3.3,mid_level_expert,100,83,100,100,77,0.14,68,93,94,0,0,0,0,0,0,1,0,79,fail
1943,2.7,junior_professional,91,100,92,69,82,0.01,95,99,99,0,0,0,1,0,1,1,0,89,fail
1944,9.3,senior_professional,100,97,99,100,90,0.058,124,94,77,0,0,0,0,0,1,1,0,87,pass
1945,3.9,mid_level_expert,69,48,75,47,66,0.189,38,64,61,0,0,0,0,0,1,1,0,47,fail
1946,2.3,junior_professional,49,43,56,57,67,0.13,115,60,65,1,0,0,0,0,1,1,0,48,fail
1947,5.3,mid_level_expert,100,74,66,100,80,0.04,128,75,99,0,0,0,0,0,1,1,0,92,pass
1948,0.7,fresher,98,94,85,100,76,0.147,129,67,75,0,0,0,0,0,1,1,0,73,pass
1949,4.3,mid_level_expert,65,84,100,100,75,0.044,108,75,74,0,0,0,0,0,1,1,0,78,pass
1950,5.2,mid_level_expert,73,63,59,100,87,0.032,88,67,95,0,0,0,0,0,1,1,0,69,fail
1951,4.9,mid_level_expert,84,89,74,92,64,0.141,63,83,100,0,0,0,0,0,1,1,0,70,pass
1952,7.9,senior_professional,77,70,100,100,100,0.101,63,100,100,0,0,0,0,0,1,1,0,69,fail
1953,0.4,fresher,100,89,80,97,100,0.149,36,100,78,0,0,0,0,0,1,1,0,85,pass
1954,1.6,junior_professional,97,86,91,100,60,0.067,37,87,66,0,0,0,0,0,1,1,0,81,pass
1955,3.4,mid_level_expert,56,63,51,66,77,0.156,111,81,59,0,0,0,0,0,1,1,0,57,fail
1956,12.0,industry_veteran,100,60,88,94,61,0.117,63,100,74,0,0,0,0,0,1,1,0,82,pass
1957,0.4,fresher,45,62,72,33,45,0.193,122,55,21,0,0,0,0,0,1,1,0,52,fail
1958,12.1,industry_veteran,100,92,100,93,69,0.087,51,80,82,0,0,0,0,0,1,1,0,84,pass
1959,4.7,mid_level_expert,83,90,100,93,96,0.144,43,61,89,0,0,0,0,0,1,1,0,86,pass
1960,0.6,fresher,78,65,67,56,73,0.142,94,54,71,0,0,0,0,0,1,1,0,60,fail
1961,4.0,mid_level_expert,66,59,56,49,73,0.144,81,56,62,0,0,0,0,0,1,1,0,48,fail
1962,7.1,senior_professional,50,38,51,9,40,0.158,64,45,32,1,0,0,0,0,1,1,0,30,fail
1963,5.4,mid_level_expert,50,43,63,59,54,0.132,25,50,85,0,0,0,0,0,1,1,0,42,fail
1964,12.7,industry_veteran,42,70,81,51,55,0.052,106,54,57,0,0,0,0,1,1,1,0,59,fail
1965,8.4,senior_professional,94,52,100,100,37,0.156,65,51,75,0,0,0,0,0,1,1,0,69,fail
1966,2.8,junior_professional,55,62,43,73,53,0.158,69,35,43,0,0,0,0,1,1,1,0,42,fail
1967,11.6,industry_veteran,57,65,68,51,78,0.145,117,61,68,0,0,0,0,0,1,1,0,51,fail
1968,8.7,senior_professional,75,63,63,36,73,0.222,49,60,73,0,0,0,0,0,1,1,0,60,fail
1969,2.1,junior_professional,70,66,100,78,72,0.042,33,67,57,0,0,0,0,0,1,1,0,79,pass
1970,7.6,senior_professional,46,54,55,77,47,0.071,55,60,64,0,1,0,0,0,1,1,0,39,fail
1971,0.1,fresher,55,68,67,67,74,0.134,114,55,63,0,0,0,0,0,1,1,0,49,fail
1972,2.8,junior_professional,100,61,100,100,100,0.068,63,90,100,0,0,0,0,0,1,1,0,87,pass
1973,9.4,senior_professional,87,83,88,78,78,0.116,94,100,100,0,0,0,0,0,1,1,0,85,pass
1974,11.3,industry_veteran,96,98,100,100,100,0.097,119,82,100,0,0,0,0,0,1,1,0,90,pass
1975,5.0,mid_level_expert,48,49,63,65,61,0.05,30,48,16,0,0,0,0,0,1,1,0,46,fail
1976,1.9,junior_professional,88,78,74,90,82,0.048,64,78,61,1,0,0,0,0,1,1,0,82,fail
1977,14.0,industry_veteran,56,78,89,63,64,0.108,49,82,87,0,0,0,0,0,1,1,0,53,fail
1978,2.8,junior_professional,89,79,77,85,56,0.12,74,76,67,0,0,0,0,0,1,1,0,77,pass
1979,1.1,junior_professional,50,44,39,42,41,0.16,75,28,31,0,0,0,0,0,1,1,0,38,fail
1980,6.9,senior_professional,47,42,33,44,49,0.08,102,51,52,1,0,0,0,0,1,1,0,27,fail
1981,3.1,mid_level_expert,72,72,79,83,75,0.161,66,72,83,0,0,0,0,0,1,1,0,61,fail
1982,8.7,senior_professional,70,51,62,75,55,0.092,94,47,52,0,0,0,0,0,1,1,0,47,fail
1983,5.3,mid_level_expert,66,56,39,40,37,0.134,29,40,65,0,0,0,0,0,1,1,0,61,fail
1984,2.2,junior_professional,65,58,78,48,68,0.134,75,51,35,0,0,0,1,0,1,1,0,58,fail
1985,0.3,fresher,95,94,56,93,90,0.131,95,100,77,0,0,0,0,0,1,1,0,75,pass
1986,0.2,fresher,41,52,29,58,28,0.132,81,53,42,0,0,0,0,0,1,1,0,15,fail
1987,4.0,mid_level_expert,44,50,74,55,44,0.192,121,63,45,0,0,0,0,0,1,1,0,44,fail
1988,14.6,industry_veteran,76,100,97,100,86,0.099,127,96,100,0,0,0,0,0,1,1,0,80,pass
1989,0.3,fresher,86,73,58,88,49,0.194,88,71,81,0,0,0,0,0,1,1,0,58,fail
1990,9.4,senior_professional,72,93,99,80,93,0.061,104,72,100,0,0,0,0,0,1,1,0,78,pass
1991,13.8,industry_veteran,74,72,69,77,67,0.137,105,79,38,0,0,0,0,0,1,1,0,60,fail
1992,8.8,senior_professional,60,69,66,75,47,0.154,92,90,57,0,0,0,0,0,1,1,0,55,fail
1993,5.0,mid_level_expert,69,61,71,78,36,0.256,90,64,62,0,0,0,0,0,1,1,0,57,fail
1994,1.7,junior_professional,92,78,72,79,86,0.059,95,92,75,0,1,0,0,0,1,1,0,84,fail
1995,0.4,fresher,66,84,88,80,67,0.037,51,73,74,0,0,0,0,0,1,1,0,68,fail
1996,0.4,fresher,61,89,86,88,77,0.115,102,79,70,0,0,0,0,0,1,1,0,59,fail
1997,0.7,fresher,50,41,74,59,49,0.165,123,36,30,0,0,0,0,0,1,1,0,53,fail
1998,0.4,fresher,100,100,100,100,100,0.095,53,90,84,0,0,0,0,0,1,1,0,100,pass
1999,8.6,senior_professional,72,45,58,73,81,0.181,111,83,58,0,0,0,0,0,1,1,0,56,fail
2000,4.1,mid_level_expert,70,72,72,88,53,0.162,113,77,93,0,0,0,0,0,1,1,0,68,fail
2001,0.6,fresher,63,83,92,70,78,0.074,105,71,65,0,0,0,0,0,1,1,0,69,fail
2002,13.5,industry_veteran,85,84,86,100,79,0.039,39,71,100,0,0,0,0,0,1,1,0,79,pass
2003,3.4,mid_level_expert,38,6,5,20,37,0.125,113,25,25,0,0,0,0,0,1,1,0,21,fail
2004,4.6,mid_level_expert,65,83,42,66,57,0.121,47,48,14,0,0,0,0,0,1,0,0,49,fail
2005,0.8,fresher,97,90,84,100,100,0.122,62,68,88,0,0,0,0,0,1,1,0,91,pass
2006,8.7,senior_professional,83,86,90,100,69,0.04,106,64,100,0,0,0,0,0,1,1,0,95,pass
2007,8.8,senior_professional,52,62,70,42,100,0.082,50,60,53,0,0,0,0,0,1,1,0,57,fail
2008,0.8,fresher,79,61,56,91,67,0.07,32,55,73,0,0,0,0,0,1,1,0,77,pass
2009,1.8,junior_professional,30,33,41,34,43,0.16,97,25,34,0,0,0,0,1,1,1,0,33,fail
2010,9.2,senior_professional,53,53,82,57,60,0.128,112,81,62,0,0,0,0,0,1,1,0,52,fail
2011,2.5,junior_professional,67,84,65,90,78,0.018,44,81,100,0,0,0,0,0,1,1,0,74,pass
2012,3.4,mid_level_expert,37,20,41,25,32,0.144,102,27,30,0,0,0,0,0,1,1,0,24,fail
2013,3.4,mid_level_expert,57,55,68,67,54,0.218,63,67,57,0,0,0,0,0,1,1,0,66,fail
2014,0.7,fresher,57,55,49,38,13,0.2,69,25,28,0,0,0,0,0,1,1,0,37,fail
2015,3.1,mid_level_expert,41,26,83,60,62,0.123,107,44,49,0,0,0,0,0,1,1,0,41,fail
2016,2.5,junior_professional,52,10,25,33,24,0.234,104,38,2,0,0,0,0,0,1,1,0,9,fail
2017,14.7,industry_veteran,48,58,55,72,68,0.133,45,66,44,0,0,0,0,0,1,1,0,48,fail
2018,5.8,mid_level_expert,100,87,90,100,70,0.17,66,80,69,0,1,0,0,0,1,1,0,90,fail
2019,2.6,junior_professional,100,99,97,90,100,0.069,122,77,74,0,0,0,0,0,1,1,0,100,pass
2020,7.1,senior_professional,75,77,86,96,98,0.101,91,68,81,0,0,0,0,0,1,1,0,75,pass
2021,0.9,fresher,54,53,42,59,55,0.176,44,53,35,0,1,0,0,0,1,1,0,50,fail
2022,0.0,fresher,60,69,90,75,66,0.055,65,85,61,0,0,0,0,0,1,1,0,59,fail
2023,0.1,fresher,96,87,81,96,82,0.071,49,77,92,0,0,0,0,0,1,1,0,86,pass
2024,1.8,junior_professional,52,49,51,66,55,0.136,90,56,61,0,1,0,0,0,1,1,0,35,fail
2025,4.0,mid_level_expert,60,100,97,82,100,0.188,29,100,91,0,0,0,0,0,1,1,0,82,pass
2026,14.9,industry_veteran,69,70,54,92,78,0.129,32,85,45,0,0,0,0,0,1,1,0,57,fail
2027,4.6,mid_level_expert,45,44,37,32,42,0.104,60,27,52,0,0,0,0,0,0,1,0,36,fail
2028,0.1,fresher,63,76,59,67,100,0.116,96,84,79,0,0,0,0,0,1,1,0,66,fail
2029,8.6,senior_professional,63,74,52,86,66,0.165,69,74,86,0,0,0,0,0,1,1,0,54,fail
2030,15.0,industry_veteran,81,86,37,66,68,0.096,47,61,46,0,0,0,0,0,1,1,1,49,fail
2031,8.2,senior_professional,78,82,83,67,68,0.093,38,77,61,0,0,0,0,0,1,1,0,65,fail
2032,1.1,junior_professional,61,50,65,46,56,0.103,58,64,61,0,0,0,0,0,1,1,0,56,fail
2033,4.9,mid_level_expert,90,59,93,85,80,0.1,111,77,73,0,0,0,0,0,1,1,0,76,pass
2034,8.2,senior_professional,72,82,78,49,58,0.01,53,84,52,0,0,0,0,0,1,1,0,81,pass
2035,1.0,junior_professional,59,46,43,66,61,0.076,125,59,52,0,0,0,0,1,1,1,0,49,fail
2036,8.0,senior_professional,100,91,100,96,100,0.113,29,86,98,0,0,0,0,0,1,1,0,83,pass
2037,0.3,fresher,80,75,74,70,88,0.048,82,64,79,0,0,0,0,0,1,1,0,71,pass
2038,3.5,mid_level_expert,100,94,55,85,70,0.072,33,99,98,0,0,0,0,0,1,1,0,78,pass
2039,0.2,fresher,52,30,63,53,37,0.071,31,44,47,0,0,0,0,1,1,1,0,47,fail
2040,8.4,senior_professional,88,76,87,100,50,0.168,83,75,56,0,0,1,0,0,1,1,0,71,fail
2041,0.0,fresher,70,76,98,88,87,0.146,124,97,93,0,0,0,0,0,1,1,0,72,pass
2042,12.8,industry_veteran,21,54,43,65,30,0.158,75,63,55,0,0,0,0,0,1,1,0,38,fail
2043,0.8,fresher,71,67,87,81,80,0.089,81,70,73,0,0,0,0,0,1,1,0,55,fail
2044,3.2,mid_level_expert,46,64,39,67,54,0.047,95,64,68,0,0,0,0,0,1,1,0,53,fail
2045,12.6,industry_veteran,92,68,92,100,93,0.066,26,92,100,1,0,0,0,0,1,1,0,80,fail
2046,6.3,senior_professional,79,91,100,100,100,0.079,87,90,92,0,0,0,0,0,1,1,0,89,pass
2047,0.8,fresher,96,73,79,79,89,0.14,39,85,78,0,0,0,1,0,1,0,0,79,fail
2048,5.7,mid_level_expert,41,51,49,42,48,0.186,111,65,67,0,0,0,0,0,1,1,0,45,fail
2049,0.2,fresher,72,61,77,52,60,0.172,28,82,62,0,0,0,0,0,1,1,0,55,fail
2050,8.1,senior_professional,73,45,83,55,48,0.125,127,80,65,0,0,0,0,1,1,1,0,68,fail
2051,9.3,senior_professional,76,60,64,81,53,0.096,130,83,59,0,0,0,0,0,1,1,0,70,pass
2052,0.7,fresher,85,52,73,65,85,0.052,27,95,82,0,0,0,0,0,1,1,0,77,pass
2053,0.8,fresher,92,91,86,97,91,0.083,74,63,93,0,0,1,0,0,1,1,0,84,fail
2054,5.3,mid_level_expert,69,100,97,100,76,0.097,49,82,70,0,0,0,0,0,1,1,0,74,pass
2055,8.1,senior_professional,58,42,44,34,43,0.137,79,53,52,0,0,0,0,0,1,1,0,46,fail
2056,9.1,senior_professional,67,83,87,93,83,0.104,37,77,61,1,0,0,0,0,1,1,0,67,fail
2057,2.7,junior_professional,100,96,93,100,89,0.103,101,95,100,0,0,0,0,0,1,1,0,97,pass
2058,0.1,fresher,96,68,88,74,100,0.142,93,93,86,0,0,0,0,0,1,1,0,72,pass
2059,2.3,junior_professional,75,39,57,45,62,0.156,58,72,57,0,0,0,0,0,1,1,0,50,fail
