id,role,experience_band,years_experience,focus_area,skill_topic,difficulty_level,question_text,question_family,skill_area
Q_04338,QA Engineer,fresher,0.4,technical,Software Engineering,medium,"For a QA Engineer with fresher experience, ask a medium scenario question about Software Engineering. Include practical constraints and evaluation points. Question id 4338.",scenario,Software Engineering
Q_04339,QA Engineer,fresher,0.1,technical,Software Engineering,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4339.",architecture,Software Engineering
Q_04340,QA Engineer,fresher,0.2,technical,DSA,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about DSA. Include practical constraints and evaluation points. Question id 4340.",architecture,DSA
Q_04341,QA Engineer,fresher,0.6,technical,Software Engineering,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4341.",architecture,Software Engineering
Q_04342,QA Engineer,fresher,0.1,technical,Software Engineering,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4342.",architecture,Software Engineering
Q_04343,QA Engineer,fresher,0.3,technical,Software Engineering,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4343.",architecture,Software Engineering
Q_04344,QA Engineer,fresher,0.1,technical,Software Engineering,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about Software Engineering. Include practical constraints and evaluation points. Question id 4344.",architecture,Software Engineering
Q_04345,QA Engineer,fresher,0.4,technical,DSA,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about DSA. Include practical constraints and evaluation points. Question id 4345.",architecture,DSA
Q_04346,QA Engineer,fresher,0.3,technical,DSA,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about DSA. Include practical constraints and evaluation points. Question id 4346.",architecture,DSA
Q_04347,QA Engineer,fresher,0.6,technical,DSA,hard,"For a QA Engineer with fresher experience, ask a hard architecture question about DSA. Include practical constraints and evaluation points. Question id 4347.",architecture,DSA
Q_04348,QA Engineer,fresher,0.9,personality,Stress handling,easy,"For a QA Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4348.",behavioral,Communication
Q_04349,QA Engineer,fresher,0.6,personality,Collaboration,easy,"For a QA Engineer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4349.",behavioral,Communication
Q_04350,QA Engineer,fresher,0.5,personality,Attention to detail,easy,"For a QA Engineer, ask a easy conceptual personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 4350.",conceptual,Communication
Q_04351,QA Engineer,fresher,0.1,personality,Openness to learning,easy,"For a QA Engineer, ask a easy behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4351.",behavioral,Communication
Q_04352,QA Engineer,fresher,0.2,personality,Communication,easy,"For a QA Engineer, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4352.",behavioral,Communication
Q_04353,QA Engineer,fresher,0.5,personality,Stress handling,easy,"For a QA Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4353.",behavioral,Communication
Q_04354,QA Engineer,fresher,0.8,personality,Communication,easy,"For a QA Engineer, ask a easy behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4354.",behavioral,Communication
Q_04355,QA Engineer,fresher,0.6,personality,Collaboration,easy,"For a QA Engineer, ask a easy behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4355.",behavioral,Communication
Q_04356,QA Engineer,fresher,0.8,personality,Stress handling,easy,"For a QA Engineer, ask a easy behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4356.",behavioral,Communication
Q_04357,QA Engineer,fresher,0.3,personality,Openness to learning,medium,"For a QA Engineer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4357.",behavioral,Communication
Q_04358,QA Engineer,fresher,0.5,personality,Stress handling,medium,"For a QA Engineer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4358.",behavioral,Communication
Q_04359,QA Engineer,fresher,0.1,personality,Collaboration,medium,"For a QA Engineer, ask a medium behavioral personality question about Collaboration. The answer should show examples, ownership, and reflection. Question id 4359.",behavioral,Communication
Q_04360,QA Engineer,fresher,0.8,personality,Attention to detail,medium,"For a QA Engineer, ask a medium behavioral personality question about Attention to detail. The answer should show examples, ownership, and reflection. Question id 4360.",behavioral,Communication
Q_04361,QA Engineer,fresher,0.7,personality,Openness to learning,medium,"For a QA Engineer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4361.",behavioral,Communication
Q_04362,QA Engineer,fresher,0.4,personality,Stress handling,medium,"For a QA Engineer, ask a medium behavioral personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4362.",behavioral,Communication
Q_04363,QA Engineer,fresher,0.6,personality,Openness to learning,medium,"For a QA Engineer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4363.",behavioral,Communication
Q_04364,QA Engineer,fresher,0.5,personality,Openness to learning,medium,"For a QA Engineer, ask a medium behavioral personality question about Openness to learning. The answer should show examples, ownership, and reflection. Question id 4364.",behavioral,Communication
Q_04365,QA Engineer,fresher,0.0,personality,Communication,medium,"For a QA Engineer, ask a medium behavioral personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4365.",behavioral,Communication
Q_04366,QA Engineer,fresher,0.3,personality,Stress handling,hard,"For a QA Engineer, ask a hard scenario personality question about Stress handling. The answer should show examples, ownership, and reflection. Question id 4366.",scenario,Communication
Q_04367,QA Engineer,fresher,0.5,personality,Communication,hard,"For a QA Engineer, ask a hard conceptual personality question about Communication. The answer should show examples, ownership, and reflection. Question id 4367.",conceptual,Communication
