question_id,question,topic,subtopic,difficulty,role,option_a,option_b,option_c,option_d,correct_answer,explanation,expected_time,experience_level
SQL009,A SQL developer uses NOT IN (subquery) but all rows are excluded even when the list should match many. The subquery result contains one NULL. Why?,SQL,NOT IN & NULL Trap,hard,SQL Developer,NOT IN doesn't work with subqueries,"NOT IN with any NULL in the list returns FALSE for all comparisons — NULL makes every comparison UNKNOWN, excluding all rows",The subquery returned too many rows,SQL treats NULL as 0 in NOT IN,b,"This is SQL's NULL trap with NOT IN. 'value NOT IN (1, 2, NULL)' evaluates as 'value != 1 AND value != 2 AND value != NULL'. 'value != NULL' is always UNKNOWN (not TRUE), so the entire condition is UNKNOWN — no rows pass. Use NOT EXISTS instead.",65,3+
SQL010,A SQL developer needs to pivot rows into columns dynamically without knowing the column values at query time. What approach works in PostgreSQL?,SQL,Dynamic Pivoting,hard,SQL Developer,Use a static CASE WHEN expression,"Use dynamic SQL: query distinct values, construct a dynamic pivot query string, and execute it with EXECUTE or a crosstab function",PostgreSQL doesn't support pivoting,Use a VIEW with fixed columns,b,"Static CASE WHEN requires hardcoded column values. Dynamic SQL builds the query at runtime by first querying distinct values, then constructing and executing a pivot query — the only approach when column values are unknown at query design time.",68,3+
SQL011,What is the CAP theorem and what does it mean for database design?,DBMS,CAP Theorem,easy,SQL Developer,"Cache, Access, Performance — a web design theorem","Consistency, Availability, Partition tolerance — distributed databases can only guarantee 2 of 3 simultaneously",A security framework for databases,A SQL optimization theorem,b,"CAP theorem (Brewer): a distributed database can only guarantee 2 of 3 properties. In network partition scenarios (P is inevitable), databases choose between Consistency (CP - correct but may be unavailable) or Availability (AP - always responds but may be stale).",22,0-1
SQL012,What is referential integrity and what SQL constraint enforces it?,DBMS,Referential Integrity,easy,SQL Developer,Ensuring data formats are valid — CHECK constraint,Ensuring foreign key values reference existing primary keys — FOREIGN KEY constraint,Ensuring column values are unique — UNIQUE constraint,Ensuring no nulls exist — NOT NULL constraint,b,Referential integrity ensures a foreign key value always references an existing primary key value in the parent table. FOREIGN KEY constraints enforce this — preventing orphaned records and maintaining relational data consistency.,20,0-1
SQL013,What is database denormalization and when is it appropriate?,DBMS,Normalization vs Denormalization,easy,SQL Developer,A process to remove all indexes,Intentionally introducing redundancy to improve read query performance — appropriate for read-heavy reporting/analytics workloads,Splitting tables into more tables for performance,Converting relational tables to documents,b,"Denormalization adds controlled redundancy (pre-joined data, pre-computed aggregates) to eliminate complex joins in read-heavy workloads. It trades write complexity and storage for read performance — appropriate for OLAP/reporting, not OLTP.",22,0-1
SQL014,A SQL developer uses a view to simplify a complex 8-table join query. Reports run against the view and are slow. What is the MOST important consideration?,DBMS,Views & Materialized Views,medium,SQL Developer,Views always improve performance,Standard views are syntactic shortcuts — the underlying 8-table join executes at query time. Consider a materialized view that pre-computes and stores results,The view should be removed,Add indexes to the view directly,b,"Regular views don't store data — they recompute the full query each time. For expensive joins with heavy reporting traffic, materialized (indexed) views pre-compute and cache results, serving reads from stored data instead of recomputing.",38,2-3
SQL015,"A developer designs a schema where each user's preferences are stored as one row with 50 columns (pref_1, pref_2, ..., pref_50). Why is this a design antipattern?",DBMS,Schema Design Antipatterns,medium,SQL Developer,50 columns is the maximum SQL allows,This is the 'attributes as columns' antipattern (spreadsheet design) — adding new preferences requires schema changes; most columns will be NULL; queries are complex,The column names are not descriptive,User preferences should be in a separate database,b,"This antipattern (also called the 'entity-attribute-value' need gone wrong) creates a sparse, inflexible schema. The correct design: a preferences table with (user_id, pref_name, pref_value) rows — extensible without schema changes.",40,2-3
SQL016,A SQL developer must migrate a production database table schema without downtime. The table has 10 million rows and heavy live traffic. What is the SAFEST approach?,DBMS,Online Schema Migration,medium,SQL Developer,Run ALTER TABLE directly during peak hours,"Use an online schema migration tool (pt-online-schema-change, gh-ost) that creates a shadow table, copies rows incrementally, syncs with triggers, then atomically swaps",Take the database offline for migration,Create a new database and redirect traffic,b,"Online schema migration tools (Percona Toolkit, GitHub's gh-ost) perform migrations without locking: copy to shadow table, sync changes via binlog/triggers, atomic swap at the end. Essential for zero-downtime migrations on large production tables.",45,2-3
SQL017,"A company stores temporal data in a products table without tracking history. When prices change, old order records now show wrong prices. What data modeling pattern fixes this?",DBMS,Temporal Data Modeling,medium,SQL Developer,Add a version number column,Implement slowly changing dimension (SCD Type 2) or bi-temporal modeling — store effective_from/effective_to dates and create new rows for each change rather than updating,Snapshot the entire database daily,Store prices in the orders table only,b,SCD Type 2 tracks historical state by creating a new row for each change with validity date ranges. This preserves the state at any point in time — historical orders correctly reference the price at the time of purchase.,42,2-3
SQL018,A SQL developer's ORM generates N+1 queries for a list of 500 orders (1 query for orders + 500 queries for order items). What is the database impact and fix?,DBMS,N+1 ORM Problem,hard,SQL Developer,This is expected ORM behavior,N+1 sends 501 queries instead of 1 JOIN — use eager loading (ORM's include/joinedload) or a single JOIN query to fetch orders and items in one database round-trip,Increase database connection pool,Cache the order items table,b,"N+1 is a critical ORM performance antipattern. 501 database round-trips vs 1 JOIN is a massive performance difference. ORM eager loading (Django select_related, SQLAlchemy joinedload) resolves this by using JOIN in the initial query.",62,3+
SQL019,A SQL developer inherits a database with no foreign keys enabled for performance reasons. Data integrity violations are causing application crashes. What is the SAFEST remediation approach?,DBMS,Data Integrity & Constraint Management,hard,SQL Developer,Enable all foreign keys immediately,"Audit and clean existing orphaned data first, then add foreign keys in NOT VALID state, validate incrementally, and re-enable enforcement — monitoring performance impact",Keep no foreign keys and fix violations in code,Export and reimport the database,b,"Adding FKs to an existing dirty database can fail due to existing violations. Safe approach: clean orphans first, add constraints with NOT VALID (PostgreSQL) to avoid full table lock, then VALIDATE CONSTRAINT incrementally. Monitor for performance regression.",65,3+
